,Address,BuildingType,ComplianceStatus,DataYear,DefaultData,ENERGYSTARScore,LargestPropertyUseType,ListOfAllPropertyUseTypes,Neighborhood,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber
169,3600 Stone Way North,NonResidential,Compliant,2016,False,91.0,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Parking",LAKE UNION,Warehouse,27020-Seattle / Stone Way North,8033700250
170,325 9th Ave.,NonResidential,Compliant,2016,False,29.0,Hospital (General Medical & Surgical),"Hospital (General Medical & Surgical), Parking",EAST,Hospital,Harborview Medical Center,8590900220
171,802 S. Dearborn St.,NonResidential,Compliant,2016,False,,Senior Care Community,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",DOWNTOWN,Senior Care Community,ID Village Square 1,8592900105
172,3000 California Ave SW,SPS-District K-12,Error - Correct Default Data,2016,True,80.0,K-12 School,K-12 School,SOUTHWEST,K-12 School,West Seattle High,8702100050
173,1431 Minor Ave,Multifamily MR (5-9),Compliant,2016,False,34.0,Multifamily Housing,Multifamily Housing,EAST,Mid-Rise Multifamily,Wintonia,8725600350
174,5031 University Way NE,NonResidential,Compliant,2016,False,98.0,K-12 School,K-12 School,NORTHEAST,K-12 School,University HTS Grade School,8816400900
175,4507 Brooklyn Ave NE,NonResidential,Compliant,2016,False,49.0,Hotel,Hotel,NORTHEAST,Hotel,Hotel Deca,8817400055
176,12360 Lake City Way NE,NonResidential,Compliant,2016,False,62.0,Office,"Office, Restaurant",NORTH,Small- and Mid-Sized Office,Lake City Center,8822900465
177,4505 16TH AVE NE,NonResidential,Compliant,2016,False,46.0,Worship Facility,Worship Facility,NORTHEAST,Worship Facility,University Congregational United Church of Christ,8823902255
178,4540 15th Avenue NE,NonResidential,Compliant,2016,False,42.0,Worship Facility,Worship Facility,NORTHEAST,Worship Facility,University Presbyterian Church,8823902325
179,1410 N.E. 66th St.,SPS-District K-12,Error - Correct Default Data,2016,True,80.0,K-12 School,K-12 School,NORTHEAST,K-12 School,Roosevelt High,8826900005
180,3311 N.E. 60th,SPS-District K-12,Error - Correct Default Data,2016,True,77.0,K-12 School,K-12 School,NORTHEAST,K-12 School,Bryant Elementary,8827900180
181,2424 7th Ave W.,SPS-District K-12,Error - Correct Default Data,2016,True,88.0,K-12 School,K-12 School,MAGNOLIA / QUEEN ANNE,K-12 School,Frantz Coe Elementary,9270200005
182,3429 45th Ave. S.W.,SPS-District K-12,Error - Correct Default Data,2016,True,91.0,K-12 School,K-12 School,SOUTHWEST,K-12 School,Madison Middle,9278300005
183,2401 S. Irving St.,SPS-District K-12,Error - Correct Default Data,2016,True,67.0,K-12 School,K-12 School,CENTRAL,K-12 School,Thurgood Marshall Elementary,9344400300
184,520 N.E. Ravenna Blvd.,SPS-District K-12,Error - Correct Default Data,2016,True,78.0,K-12 School,K-12 School,NORTHWEST,K-12 School,John Marshall Building,9528103775
185,700 Union St,NonResidential,Compliant,2016,False,,Other - Entertainment/Public Assembly,"Office, Other, Other - Entertainment/Public Assembly",DOWNTOWN,Other,ACT Theatre,2141290000
186,1118 5th Avenue,NonResidential,Compliant,2016,False,76.0,Residence Hall/Dormitory,"Office, Residence Hall/Dormitory, Retail Store",DOWNTOWN,Residence Hall,Women's Residence at Seneca,2301950000
187,1122 3rd Ave,NonResidential,Compliant,2016,False,,Other,Other,DOWNTOWN,Other,1122 3rd Ave,2302700000
188,4408 Delridge Way SW,Multifamily LR (1-4),Compliant,2016,False,15.0,Multifamily Housing,Multifamily Housing,DELRIDGE,Low-Rise Multifamily,Cooper School Artist's Lofts,3388120000
189,12730 33RD AVE NE,Multifamily MR (5-9),Compliant,2016,False,54.0,Multifamily Housing,Multifamily Housing,NORTH,Mid-Rise Multifamily,LAKE CITY COURT,3993000000
190,3815 S Othello St,Multifamily LR (1-4),Compliant,2016,False,,Multifamily Housing,"Medical Office, Multifamily Housing, Office, Retail Store",GREATER DUWAMISH,Low-Rise Multifamily,Othello Building,6434000000
191,5511 15th Ave. S.,SPS-District K-12,Error - Correct Default Data,2016,True,94.0,K-12 School,K-12 School,GREATER DUWAMISH,K-12 School,Cleveland STEM High,7549802085
192,Readiness Center - Pier 91,NonResidential,Compliant,2016,False,,Other,Other,MAGNOLIA / QUEEN ANNE,Other,Seattle ReadCntr (50/50),7666201147
193,201 Elliott Avenue West,NonResidential,Compliant,2016,False,1.0,Medical Office,"Medical Office, Office",MAGNOLIA / QUEEN ANNE,Medical Office,BMR-201 Elliott Avenue LLC,7666202190
194,2411 Alaskan Way,NonResidential,Compliant,2016,False,8.0,Hotel,Hotel,DOWNTOWN,Hotel,Edgewater Seattle,7666202317
195,2225 Alaskan Way,Campus,Compliant,2016,False,,Other,Other,DOWNTOWN,Other,P66 Bell Harbor International Conference Center & Cruise Terminal.,7666202325
196,2100 Alaskan Way,NonResidential,Compliant,2016,False,29.0,Hotel,Hotel,DOWNTOWN,Hotel,337v2-Seattle Waterfront Marriott,7666202345
197,1421 Alaskan Way,Nonresidential COS,Compliant,2016,False,,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,DOWNTOWN,Other,Seattle Aquarium,7666202420
198,1001 Alaskan Way,NonResidential,Compliant,2016,False,,Restaurant,"Other, Restaurant, Retail Store",DOWNTOWN,Mixed Use Property,Pier 54,7666202495
199,83 Columbia St.,NonResidential,Compliant,2016,False,98.0,Office,"Office, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,Daily Journal Building,7666202580
200,900 MAYNARD AVE S,NonResidential,Compliant,2016,False,72.0,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Other - Services",GREATER DUWAMISH,Warehouse,(ID320) BMW SEATTLE - SERVICE CENTER,7666202725
201,2801 3rd Ave,NonResidential,Compliant,2016,False,20.0,Office,Office,DOWNTOWN,Large Office,Cox Media Group Seattle KIRO TV (322),0656000005
202,200 Cedar Street,NonResidential,Compliant,2016,False,57.0,Office,"Office, Parking",DOWNTOWN,Small- and Mid-Sized Office,200 Cedar Street Building,0656000045
203,2401 Fourth Avenue,NonResidential,Compliant,2016,False,39.0,Office,"Financial Office, Laboratory, Office, Parking",DOWNTOWN,Large Office,Fourth and Battery,0656000480
204,1601 5th Avenue,NonResidential,Compliant,2016,False,74.0,Office,"Office, Parking",DOWNTOWN,Large Office,Westlake Tower,9301500000
205,500 Pine Street,NonResidential,Compliant,2016,False,93.0,Retail Store,"Office, Retail Store",DOWNTOWN,Retail Store,Nordstrom 001,0659000070
206,1600 7th Ave,NonResidential,Compliant,2016,False,89.0,Office,"Lifestyle Center, Office, Other, Parking, Restaurant",DOWNTOWN,Large Office,1600 Seventh,0659000165
207,1700 Seventh,NonResidential,Compliant,2016,False,90.0,Office,"Office, Parking, Restaurant",DOWNTOWN,Large Office,1700 Seventh Ave,0659000235
208,603 Stewart Street,NonResidential,Compliant,2016,False,90.0,Office,"Office, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,Lloyd building,0659000350
209,1809 7th Ave,NonResidential,Compliant,2016,False,91.0,Office,"Office, Other - Recreation, Parking, Retail Store",DOWNTOWN,Large Office,The Tower Building,0659000365
210,414 Olive Street,NonResidential,Compliant,2016,False,61.0,Office,"Office, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,Times Square Building,0659000385
211,600 Stewart Street,NonResidential,Compliant,2016,False,90.0,Office,"Office, Parking",DOWNTOWN,Large Office,Plaza 600,0659000555
212,2001 - 8th Avenue,NonResidential,Compliant,2016,False,95.0,Office,"Office, Parking",DOWNTOWN,Large Office,West 8th,0659000750
213,2200 Sixth Avenue,NonResidential,Compliant,2016,False,91.0,Office,"Office, Parking",DOWNTOWN,Large Office,Denny Building,0660000080
214,1918 Eighth Avenue,NonResidential,Compliant,2016,False,97.0,Office,"Office, Parking",DOWNTOWN,Large Office,1918 Eighth Avenue,0660000650
215,1800 9th Avenue,NonResidential,Compliant,2016,False,94.0,Office,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",DOWNTOWN,Large Office,1800 Ninth,0660001135
216,615 2nd Avenue,NonResidential,Compliant,2016,False,85.0,Office,"Office, Retail Store, Social/Meeting Hall",DOWNTOWN,Small- and Mid-Sized Office,Broderick Building,0939000130
217,600 First Ave,NonResidential,Compliant,2016,False,66.0,Office,"Office, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,The Pioneer Building,0939000150
218,710 2nd Avenue,NonResidential,Compliant,2016,False,89.0,Office,Office,DOWNTOWN,Large Office,Dexter Horton Building,0939000260
219,821 2nd ave,NonResidential,Compliant,2016,False,98.0,Office,"Convenience Store without Gas Station, Food Service, Office",DOWNTOWN,Large Office,Seattle Exchange Building,0939000335
220,801 2nd Ave Suite 1300,NonResidential,Compliant,2016,False,69.0,Office,"Office, Parking",DOWNTOWN,Large Office,Norton Building,0939000355
221,"999 3rd Avenue, Suite 1550",NonResidential,Compliant,2016,False,94.0,Office,"Office, Parking, Restaurant",DOWNTOWN,Large Office,999 Third Avenue,0939000435
222,1000 Second Avenue,NonResidential,Compliant,2016,False,84.0,Office,"Office, Parking, Pre-school/Daycare",DOWNTOWN,Large Office,1000 Second Avenue,0939000475
223,1015 Second Avenue,NonResidential,Compliant,2016,False,,Office,"Office, Parking",DOWNTOWN,Small- and Mid-Sized Office,1015 Second Avenue,0939000520
224,1101 2nd Avenue,NonResidential,Compliant,2016,False,81.0,Office,"Office, Parking",DOWNTOWN,Large Office,1101 Second Avenue (HOB),0942000025
225,1191 2nd Avenue,NonResidential,Compliant,2016,False,95.0,Office,"Office, Parking",DOWNTOWN,Large Office,2nd and Seneca,0942000030
226,1100 Second Avenue,NonResidential,Non-Compliant,2016,False,,Office,"Data Center, Office, Parking",DOWNTOWN,Large Office,Second And Spring Building,0942000045
227,1111 3rd Ave Suite 310,NonResidential,Compliant,2016,False,81.0,Office,"Office, Parking",DOWNTOWN,Large Office,1111 Third Avenue,0942000050
228,1110 Third Avenue,NonResidential,Compliant,2016,False,95.0,Office,"Data Center, Office, Parking",DOWNTOWN,Large Office,Abraham Lincoln Building (Wallysons Inc),0942000140
229,1001 Fourth Avenue,NonResidential,Compliant,2016,False,89.0,Office,"Financial Office, Food Sales, Office, Other, Parking",DOWNTOWN,Large Office,Safeco Plaza,0942000300
230,925 Fourth Avenue,NonResidential,Compliant,2016,False,93.0,Office,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",DOWNTOWN,Large Office,Fourth & Madison,0942000345
231,901 Fifth Avenue,NonResidential,Compliant,2016,False,28.0,Office,"Financial Office, Office, Parking, Retail Store",DOWNTOWN,Large Office,901 Fifth Avenue,0942000365
232,810 Third Avenue,NonResidential,Compliant,2016,False,91.0,Office,"Non-Refrigerated Warehouse, Office, Retail Store",DOWNTOWN,Large Office,The Central Building,0942000550
233,700 Fifth Avenue,Nonresidential COS,Compliant,2016,False,89.0,Office,"Office, Parking",DOWNTOWN,Large Office,Seattle Municipal Tower (2030),0942000720
234,610 5th Ave,Nonresidential COS,Compliant,2016,False,,Office,"Data Center, Office, Other",DOWNTOWN,Large Office,Justice Center,0942000750
235,600 4th Ave,Nonresidential COS,Compliant,2016,False,69.0,Office,"Office, Other, Parking, Restaurant",DOWNTOWN,Large Office,City Hall,0942000810
236,401 Fifth Ave.,NonResidential,Compliant,2016,False,98.0,Office,"Office, Parking",DOWNTOWN,Large Office,Chinook Building,0942001105
237,400 YESLER WAY,NonResidential,Compliant,2016,False,99.0,Office,Office,DOWNTOWN,Large Office,Yesler Building,0942001150
238,4326 University Way NE,NonResidential,Compliant,2016,False,83.0,Retail Store,Retail Store,NORTHEAST,Retail Store,University Book Store,1142000075
239,4333 Brooklyn Ave,NonResidential,Compliant,2016,False,77.0,Office,Office,NORTHEAST,Large Office,UW Tower Bldg Complex,1142000280
240,4333 BROOKLYN AVE NE,NonResidential,Compliant,2016,False,96.0,Data Center,Data Center,NORTHEAST,Other,UW Tower Data Center,1142000290
241,1107 NE 45th St,NonResidential,Compliant,2016,False,70.0,Office,Office,NORTHEAST,Small- and Mid-Sized Office,University District Office Buiding,1142000500
242,4311 11th Avenue NE,NonResidential,Compliant,2016,False,88.0,Office,"Office, Parking",NORTHEAST,Large Office,4311 Roosevelt,1142000530
243,4300 Roosevelt Way NE,NonResidential,Compliant,2016,False,93.0,Office,"Office, Parking",NORTHEAST,Large Office,4300 Roosevelt,1142000550
244,1800 Terry Ave.,NonResidential,Compliant,2016,False,,Self-Storage Facility,Self-Storage Facility,DOWNTOWN,Self-Storage Facility,Seattle Vault Self Storage,0660001580
245,1100 Olive Way,NonResidential,Compliant,2016,False,79.0,Office,"Office, Parking",DOWNTOWN,Large Office,Metropolitan Park West,0660002054
246,1220 HOWELL ST,NonResidential,Compliant,2016,False,94.0,Parking,"Fitness Center/Health Club/Gym, Office, Parking",DOWNTOWN,Mixed Use Property,METROPOLITAN PARK NORTH (ID371),0660002381
247,1730 Minor Avenue,NonResidential,Compliant,2016,False,65.0,Office,"Office, Parking",DOWNTOWN,Large Office,Metropolitan Park East,0660002410
248,2101 Fourth Avenue,NonResidential,Compliant,2016,False,79.0,Office,"Office, Parking",DOWNTOWN,Large Office,Fourth and Blanchard,0694000205
249,3005 1ST AVE,NonResidential,Compliant,2016,False,,Laboratory,"Laboratory, Office, Parking",DOWNTOWN,Mixed Use Property,ECONET (ID#374),0695000135
250,2901 Third Avenue,NonResidential,Compliant,2016,False,64.0,Office,"Office, Parking",DOWNTOWN,Large Office,Third and Broad,0695000335
251,2301 5th Ave,NonResidential,Compliant,2016,False,74.0,Office,"Office, Other, Other - Restaurant/Bar, Parking",DOWNTOWN,Large Office,5th and Bell,0696000175
252,521 Wall Street,NonResidential,Compliant,2016,False,94.0,Office,"Office, Parking",DOWNTOWN,Large Office,Fifth and Wall LLC,0697000064
253,3101 Western Avenue,NonResidential,Compliant,2016,False,3.0,Office,"Laboratory, Office, Other, Parking",DOWNTOWN,Large Office,3101 Western Avenue,0698000040
254,9999 Holman Road NW,NonResidential,Compliant,2016,False,54.0,Supermarket/Grocery Store,Supermarket/Grocery Store,NORTHWEST,Supermarket / Grocery Store,70500872 -- Holman Road,0767000060
255,524 2nd Ave,NonResidential,Compliant,2016,False,77.0,Office,"Office, Other, Restaurant",DOWNTOWN,Small- and Mid-Sized Office,Collins Building,0939000025
256,506 Second Avenue,NonResidential,Compliant,2016,False,72.0,Office,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",DOWNTOWN,Large Office,Smith Tower,0939000060
257,6901 fox ave south,NonResidential,Compliant,2016,False,97.0,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Other",GREATER DUWAMISH,Warehouse,Dawn Food Products,0001800113
258,1326 5th Avenue,NonResidential,Compliant,2016,False,76.0,Office,"Office, Performing Arts, Retail Store",DOWNTOWN,Large Office,Skinner Building,0002400002
259,1200 5th avenue,NonResidential,Compliant,2016,False,77.0,Office,"Office, Other - Restaurant/Bar, Parking",DOWNTOWN,Large Office,IBM-COS,0002400002
260,1325 4th Avenue,NonResidential,Compliant,2016,False,79.0,Office,"Office, Other - Education, Parking",DOWNTOWN,Large Office,Puget Sound Plaza,0002400002
261,1301 5th Ave,NonResidential,Compliant,2016,False,69.0,Office,"Financial Office, Office, Other, Parking, Restaurant",DOWNTOWN,Large Office,Rainier Tower,0002400003
262,411 University Street,NonResidential,Compliant,2016,False,45.0,Hotel,"Hotel, Swimming Pool",DOWNTOWN,Hotel,Fairmont Olympic Seattle,0002400003
263,2700 RAINIER AVE. S.,NonResidential,Compliant,2016,False,80.0,Retail Store,"Office, Retail Store",SOUTHEAST,Retail Store,RAINIER ELECTRONICS LLC,0003600052
264,8300 Military Rd South,NonResidential,Compliant,2016,False,42.0,Non-Refrigerated Warehouse,"Distribution Center, Non-Refrigerated Warehouse, Office",GREATER DUWAMISH,Mixed Use Property,Thaw Building,0007400015
265,910 N 137th St,NonResidential,Compliant,2016,False,96.0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,NORTHWEST,Warehouse,Linden Bldg,0164000120
266,500 Yale Ave N,NonResidential,Compliant,2016,False,,Parking,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",LAKE UNION,Other,500 Yale,0209000030
267,501 EASTLAKE AVE E,NonResidential,Compliant,2016,False,60.0,Office,"Office, Parking",LAKE UNION,Large Office,501 Eastlake Ave. (ID394) Republican Building,0209000050
268,4205 9th Ave NW,NonResidential,Compliant,2016,False,2.0,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office",BALLARD,Warehouse,Ferguson Terminal,0467000050
269,5301 Shilshole Ave NW,NonResidential,Compliant,2016,False,55.0,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office",BALLARD,Warehouse,SBC396,0467000420
270,2601 Elliott Avenue,NonResidential,Compliant,2016,False,90.0,Office,"College/University, Office, Restaurant",DOWNTOWN,Large Office,2601 Elliott Avenue,0653000250
271,1201 3rd ave,NonResidential,Compliant,2016,False,92.0,Office,"Office, Other, Parking, Restaurant",DOWNTOWN,Large Office,1201 Third Avenue,1974700120
272,1325 6th Ave,NonResidential,Compliant,2016,False,58.0,Hotel,Hotel,DOWNTOWN,Hotel,WAC aggregate,1975700025
273,1420 5th Avenue,NonResidential,Compliant,2016,False,89.0,Office,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",DOWNTOWN,Large Office,US Bank Centre,1975700080
274,500 Union St,NonResidential,Compliant,2016,False,91.0,Office,Office,DOWNTOWN,Large Office,Logan Building,1975700095
275,501 Pine Street,NonResidential,Compliant,2016,False,25.0,Retail Store,"Office, Retail Store",DOWNTOWN,Retail Store,O'Shea Building,1975700115
276,1511 6th Avenue,NonResidential,Error - Correct Default Data,2016,True,71.0,Office,"Non-Refrigerated Warehouse, Office, Retail Store",DOWNTOWN,Large Office,The Decatur,1975700125
277,520 Pike Street,NonResidential,Compliant,2016,False,93.0,Office,"Office, Parking, Retail Store",DOWNTOWN,Large Office,520 Pike Tower,1975700160
278,1424 4th Ave,NonResidential,Compliant,2016,False,72.0,Office,"Office, Other, Retail Store",DOWNTOWN,Large Office,Fourth and Pike Building,1975700235
279,425 Pike Street,NonResidential,Compliant,2016,False,45.0,Office,"Office, Other, Parking, Retail Store",DOWNTOWN,Large Office,Washington Federal,1975700240
280,1414 4th Ave,NonResidential,Compliant,2016,False,6.0,Hotel,Hotel,DOWNTOWN,Hotel,Motif Seattle,1975700255
281,1425 4th Avenue,NonResidential,Compliant,2016,False,49.0,Office,"Office, Restaurant, Retail Store",DOWNTOWN,Large Office,Joshua Green Building,1975700305
282,1417 Fourth Avenue,NonResidential,Compliant,2016,False,,Office,"Office, Retail Store",DOWNTOWN,Small- and Mid-Sized Office,MiKen Building,1975700330
283,1414 3RD AVE,NonResidential,Compliant,2016,False,89.0,Office,Office,DOWNTOWN,Large Office,(ID413) JOSEPH VANCE BLDG,1975700340
284,1411 4TH AVE,NonResidential,Compliant,2016,False,84.0,Office,Office,DOWNTOWN,Large Office,Onni 1411 Fourth Development LP,1975700345
285,1501 4th Ave,NonResidential,Compliant,2016,False,72.0,Office,"Bank Branch, Office, Other, Parking, Restaurant",DOWNTOWN,Large Office,Century Square - COS Compliance,1975700390
286,1516 2nd Avenue,NonResidential,Compliant,2016,False,72.0,Office,Office,DOWNTOWN,Small- and Mid-Sized Office,Chromer Building,1975700440
287,1511 3rd Ave,NonResidential,Compliant,2016,False,80.0,Office,"Medical Office, Office, Supermarket/Grocery Store",DOWNTOWN,Large Office,Melbourne Tower,1975700465
